Titre :;Autriche, Taux de chômage (CVS)
Code série :;STS.M.AT.S.UNEH.RTT000.4.000
Unité :;Pourcent (PC)
Magnitude :;Unités (0)
Méthode d'observation :;Moyenne de la période (A)
Source :;Eurostat (4D0)
Nov 2020;5,166215
Oct 2020;5,146178
Sep 2020;5,149913
Aoû 2020;5,209706
Jul 2020;5,292463
Jun 2020;5,491821
Mai 2020;5,556942
Avr 2020;4,73316
Mar 2020;4,580733
Fév 2020;4,463542
Jan 2020;4,404771
Déc 2019;4,305021
Nov 2019;4,307506
Oct 2019;4,350489
Sep 2019;4,450489
Aoû 2019;4,472729
Jul 2019;4,440147
Jun 2019;4,391449
Mai 2019;4,510041
Avr 2019;4,658147
Mar 2019;4,739107
Fév 2019;4,769167
Jan 2019;4,809134
Déc 2018;4,742453
Nov 2018;4,774982
Oct 2018;4,934907
Sep 2018;4,965303
Aoû 2018;4,85554
Jul 2018;4,893718
Jun 2018;4,80072
Mai 2018;4,69031
Avr 2018;4,794206
Mar 2018;4,916655
Fév 2018;4,962647
Jan 2018;5,169681
Déc 2017;5,480757
Nov 2017;5,491859
Oct 2017;5,36152
Sep 2017;5,333018
Aoû 2017;5,449906
Jul 2017;5,388119
Jun 2017;5,404367
Mai 2017;5,492565
Avr 2017;5,65081
Mar 2017;5,745034
Fév 2017;5,790199
Jan 2017;5,705381
Déc 2016;5,658308
Nov 2016;5,737354
Oct 2016;5,864291
Sep 2016;6,077162
Aoû 2016;6,182852
Jul 2016;6,20024
Jun 2016;6,261538
Mai 2016;6,264912
Avr 2016;5,976173
Mar 2016;5,87287
Fév 2016;6,065695
Jan 2016;6,083342
Déc 2015;5,993645
Nov 2015;5,884401
Oct 2015;5,764645
Sep 2015;5,647635
Aoû 2015;5,615484
Jul 2015;5,624297
Jun 2015;5,790586
Mai 2015;5,992225
Avr 2015;5,945694
Mar 2015;5,710075
Fév 2015;5,455981
Jan 2015;5,529751
Déc 2014;5,62595
Nov 2014;5,663905
Oct 2014;5,678257
Sep 2014;5,662584
Aoû 2014;5,586243
Jul 2014;5,67696
Jun 2014;5,635506
Mai 2014;5,410128
Avr 2014;5,499475
Mar 2014;5,635355
Fév 2014;5,627222
Jan 2014;5,572042
Déc 2013;5,52252
Nov 2013;5,450077
Oct 2013;5,486992
Sep 2013;5,423453
Aoû 2013;5,411385
Jul 2013;5,353366
Jun 2013;5,158254
Mai 2013;5,04343
Avr 2013;5,278603
Mar 2013;5,388889
Fév 2013;5,340065
Jan 2013;5,214604
Déc 2012;5,104317
Nov 2012;4,942567
Oct 2012;4,990167
Sep 2012;5,17798
Aoû 2012;5,235166
Jul 2012;5,168928
Jun 2012;5,132211
Mai 2012;5,00284
Avr 2012;4,66686
Mar 2012;4,592144
Fév 2012;4,533812
Jan 2012;4,513646
Déc 2011;4,707767
Nov 2011;4,973958
Oct 2011;4,694543
Sep 2011;4,23934
Aoû 2011;4,028927
Jul 2011;4,169817
Jun 2011;4,388245
Mai 2011;4,556001
Avr 2011;4,590018
Mar 2011;4,751784
Fév 2011;4,948739
Jan 2011;4,83697
Déc 2010;4,512264
Nov 2010;4,443125
Oct 2010;4,636993
Sep 2010;4,840516
Aoû 2010;4,905258
Jul 2010;4,76517
Jun 2010;4,748527
Mai 2010;4,82041
Avr 2010;4,890087
Mar 2010;4,814679
Fév 2010;4,893968
Jan 2010;5,012899
Déc 2009;5,346195
Nov 2009;5,496753
Oct 2009;5,675272
Sep 2009;5,737605
Aoû 2009;5,70289
Jul 2009;5,624904
Jun 2009;5,498167
Mai 2009;5,299951
Avr 2009;5,269696
Mar 2009;4,994868
Fév 2009;4,607848
Jan 2009;4,663466
Déc 2008;4,735861
Nov 2008;4,446526
Oct 2008;4,089869
Sep 2008;4,054555
Aoû 2008;4,068501
Jul 2008;3,936694
Jun 2008;3,836615
Mai 2008;3,782085
Avr 2008;3,805834
Mar 2008;4,062673
Fév 2008;4,319799
Jan 2008;4,254128
Déc 2007;4,298273
Nov 2007;4,541891
Oct 2007;4,659025
Sep 2007;4,771115
Aoû 2007;5,004344
Jul 2007;5,04221
Jun 2007;5,022826
Mai 2007;5,18906
Avr 2007;5,087446
Mar 2007;4,92939
Fév 2007;4,940126
Jan 2007;5,034264
Déc 2006;5,000829
Nov 2006;4,939401
Oct 2006;4,917907
Sep 2006;4,891702
Aoû 2006;4,916377
Jul 2006;5,21881
Jun 2006;5,29394
Mai 2006;5,109015
Avr 2006;5,322722
Mar 2006;5,673347
Fév 2006;5,764309
Jan 2006;5,689865
Déc 2005;5,663983
Nov 2005;5,728566
Oct 2005;5,804044
Sep 2005;5,677545
Aoû 2005;5,63606
Jul 2005;5,698609
Jun 2005;5,826054
Mai 2005;5,776404
Avr 2005;5,646134
Mar 2005;5,491974
Fév 2005;5,389907
Jan 2005;5,389807
Déc 2004;5,450188
Nov 2004;5,466641
Oct 2004;5,587797
Sep 2004;5,731732
Aoû 2004;5,487559
Jul 2004;5,17923
Jun 2004;5,121508
Mai 2004;5,393926
Avr 2004;5,617472
Mar 2004;5,624925
Fév 2004;5,576086
Jan 2004;5,662248
Déc 2003;5,207699
Nov 2003;4,999101
Oct 2003;4,855807
Sep 2003;4,798635
Aoû 2003;4,792111
Jul 2003;4,810478
Jun 2003;4,865762
Mai 2003;4,830382
Avr 2003;4,718714
Mar 2003;4,572131
Fév 2003;4,488305
Jan 2003;4,45302
Déc 2002;4,456768
Nov 2002;4,442835
Oct 2002;4,445738
Sep 2002;4,451203
Aoû 2002;4,405396
Jul 2002;4,323796
Jun 2002;4,202849
Mai 2002;4,188976
Avr 2002;4,276575
Mar 2002;4,451313
Fév 2002;4,518361
Jan 2002;4,499927
Déc 2001;4,393686
Nov 2001;4,278228
Oct 2001;4,181825
Sep 2001;4,104194
Aoû 2001;4,059566
Jul 2001;4,055509
Jun 2001;4,094085
Mai 2001;4,042956
Avr 2001;3,908978
Mar 2001;3,721709
Fév 2001;3,643974
Jan 2001;3,642588
Déc 2000;3,729351
Nov 2000;3,796631
Oct 2000;3,849465
Sep 2000;3,86744
Aoû 2000;3,834512
Jul 2000;3,756906
Jun 2000;3,633573
Mai 2000;3,666299
Avr 2000;3,841552
Mar 2000;4,13578
Fév 2000;4,262103
Jan 2000;4,282376
Déc 1999;4,190216
Nov 1999;4,089037
Oct 1999;4,013678
Sep 1999;3,984231
Aoû 1999;3,999087
Jul 1999;4,055472
Jun 1999;4,157233
Mai 1999;4,225184
Avr 1999;4,245357
Mar 1999;4,21708
Fév 1999;4,222951
Jan 1999;4,252454
Déc 1998;4,332955
Nov 1998;4,423152
Oct 1998;4,516425
Sep 1998;4,59694
Aoû 1998;4,665263
Jul 1998;4,721285
Jun 1998;4,771845
Mai 1998;4,829867
Avr 1998;4,883799
Mar 1998;4,940904
Fév 1998;4,95542
Jan 1998;4,931836
Déc 1997;4,89093
Nov 1997;4,863029
Oct 1997;4,84341
Sep 1997;4,833738
Aoû 1997;4,80555
Jul 1997;4,764589
Jun 1997;4,707871
Mai 1997;4,671017
Avr 1997;4,659468
Mar 1997;4,670718
Fév 1997;4,661064
Jan 1997;4,626563
Déc 1996;4,610383
Nov 1996;4,618681
Oct 1996;4,643075
Sep 1996;4,683266
Aoû 1996;4,716025
Jul 1996;4,738652
Jun 1996;4,755358
Mai 1996;4,783037
Avr 1996;4,809958
Mar 1996;4,839781
Fév 1996;4,797136
Jan 1996;4,702342
Déc 1995;4,629082
Nov 1995;4,571578
Oct 1995;4,506565
Sep 1995;4,430454
Aoû 1995;4,36074
Jul 1995;4,294401
Jun 1995;4,236315
Mai 1995;4,146195
Avr 1995;4,03563
Mar 1995;3,922324
Fév 1995;3,933135
Jan 1995;4,03784
Déc 1994;-
Nov 1994;-
Oct 1994;-
Sep 1994;-
Aoû 1994;-
Jul 1994;-
Jun 1994;-
Mai 1994;-
Avr 1994;-
Mar 1994;-
Fév 1994;-
Jan 1994;-