NB_PRESTATATION,ANNEE,COMMUNE,latitude,longitude,code postal,code insee
43,2012,Cussac Fort Médoc,45.113902,-0.731082,33460,33146
14,2012,Cénac,44.779254,-0.460853,33360,33118
19,2012,Cérons,44.543872,2.242514,12110,12013
42,2012,Cézac,45.090526,-0.420327,33620,33123
8,2012,Daignac,44.799171,-0.249450,33420,33147
,2012,Daubeze,44.712165,-0.142075,33540,33149
,2012,Dieulivol,44.673091,0.110101,33580,33150
13,2012,Donnezac,45.247519,-0.443995,33860,33151
,2012,Donzac,44.651731,-0.268715,33410,33152
,2012,Doulezon,44.791623,-0.006069,33350,33153
7,2012,Escaudes,44.308606,-0.202504,33840,33155
9,2012,Escoussans,44.683325,-0.266761,33760,33156
6,2012,Espiet,44.798800,-0.262084,33420,33157
45,2012,Etauliers,45.223609,-0.573883,33820,33159
14,2012,Eynesse,44.824683,0.154204,33220,33160
21,2012,Eyrans,45.187953,-0.617487,33390,33161
523,2012,Eysines,44.883963,-0.652398,33320,33162
,2012,Faleyras,44.770976,-0.227581,33760,33163
29,2012,Fargues St Hilaire,44.822979,-0.445820,33370,33165
41,2012,Fargues de Langon,44.930663,2.447349,15000,15014
13,2012,Flaujagues,44.827002,0.036349,33350,33168
652,2012,Floirac,44.835766,-0.526399,33270,33167
,2012,Floudes,44.571908,-0.067462,33190,33169
22,2012,Fontet,44.558489,-0.031451,33190,33170
,2012,Fosses et Baleyssac,44.593788,0.041040,33190,33171
,2012,Fours,46.816503,3.718749,58250,58118
,2012,Francs,44.944775,-0.006670,33570,33173
22,2012,Fronsac,44.922829,-0.273106,33126,33174
7,2012,Frontenac,44.737714,-0.162464,33760,33175
6,2012,Gabarnac,44.614777,-0.269095,33410,33176
45,2012,Gaillan en Médoc,45.324363,-0.954774,33340,33177
9,2012,Gajac,44.435901,-0.130497,33430,33178
39,2012,Galgon,44.990410,-0.273246,33133,33179
,2012,Gans,44.455261,-0.146663,33430,33180
,2012,Gardegan et Tourtirac,44.900209,-0.022030,33350,33181
15,2012,Gauriac,45.063539,-0.618341,33710,33182
12,2012,Gauriaguet,45.039090,-0.393032,33240,33183
11,2012,Generac,43.727686,4.347637,30510,30128
15,2012,Genissac,44.858394,-0.257946,33420,33185
15,2012,Gensac,43.983637,0.432906,32100,32107
46,2012,Gironde sur Dropt,44.583006,-0.089496,33190,33187
,2012,Giscos,44.272493,-0.174134,33840,33188
,2012,Gornac,44.662363,-0.182220,33540,33189
,2012,Goualade,44.311169,-0.144935,33840,33190
6,2012,Gours,43.697211,3.221349,34650,34144
422,2012,Gradignan,44.770654,-0.617201,33170,33192
28,2012,Grayan et L Hopital,45.442979,-1.091303,33590,33193
,2012,Grezillac,44.817221,-0.217578,33420,33194
28,2012,Grignols,44.387852,-0.044924,33690,33195
,2012,Guillac,44.800203,-0.214073,33420,33196
6,2012,Guillos,44.547222,-0.503327,33720,33197
69,2012,Guitres,45.040668,-0.187214,33230,33198
344,2012,Gujan Mestras,44.635116,-1.067986,33470,33199
9,2012,Haux,44.734576,-0.360758,33550,33201
27,2012,Hostens,44.492343,-0.639665,33125,33202
81,2012,Hourtin,45.185407,-1.058391,33990,33203
10,2012,Hure,44.544021,-0.000441,33190,33204
15,2012,Illats,44.597244,-0.372750,33720,33205
,2012,Isle St Georges,44.724774,-0.473934,33640,33206
56,2012,Izon,44.920143,-0.363002,33450,33207
25,2012,Jau Dignac et Loirac,45.407190,-0.958109,33590,33208
,2012,Jugazan,44.781182,-0.154789,33420,33209
,2012,Juillac,45.317695,1.321562,19350,19094
26,2012,La Brède,44.680666,-0.529315,33650,33213
24,2012,La Lande de Fronsac,44.979052,-0.381776,33240,33219
8,2012,La Rivière,49.246449,1.448842,27700,27016
15,2012,La Roquille,44.790581,0.230573,33220,33360
254,2012,La Réole,44.582604,-0.039050,33190,33352
16,2012,La Sauve,44.768479,-0.312186,33670,33505
431,2012,La Teste de Buch,44.632214,-1.146050,33115,33529
9,2012,Labarde,44.632826,0.470393,47410,47142
,2012,Labescau,44.443368,-0.089412,33690,33212
115,2012,Lacanau,43.405989,5.234153,13700,13054
,2012,Ladaux,44.700185,-0.244999,33760,33215
,2012,Lados,44.466918,-0.148570,33124,33216
49,2012,Lagorce,46.123328,1.25968,87290,87041
9,2012,Lalande de Pomerol,44.955300,-0.210278,33500,33222
11,2012,Lamarque,43.435879,0.59057,32140,32242
30,2012,Lamothe Landerron,44.557374,0.060589,33190,33221
,2012,Landerrouat,44.741908,0.158392,33790,33223
21,2012,Landiras,44.567070,-0.416323,33720,33225
47,2012,Langoiran,44.707181,-0.402084,33550,33226
373,2012,Langon,44.552259,-0.250353,33210,33227
15,2012,Lansac,43.763376,4.6695,13150,13108
84,2012,Lanton ,44.702988,-1.036237,33138,33229
13,2012,Lapouyade,45.085506,-0.287718,33620,33230
,2012,Laroque,43.695422,2.435094,81330,81305
,2012,Lartigue,44.517838,0.780703,47150,47175
75,2012,Laruscade,45.107347,-0.341180,33620,33233
41,2012,Latresne,44.784440,-0.496604,33360,33234
11,2012,Lavazan,44.393260,-0.109291,33690,33235
29,2012,Le Barp,44.606091,-0.768121,33114,33029
411,2012,Le Bouscat,44.864072,-0.599144,33110,33069
10,2012,Le Fieu,45.118576,4.29433,43190,43244
113,2012,Le Haillan,44.871436,-0.676933,33185,33200
8,2012,Le Nizan,44.476899,-0.269927,33430,33305
70,2012,Le Pian Médoc,44.954556,-0.670963,33290,33322
6,2012,Le Pian sur Garonne,44.585783,-0.213201,33490,33323
19,2012,Le Porge,44.025105,4.746521,30150,30221
,2012,Le Pout,44.399107,0.114413,47250,47034
,2012,Le Puy,45.510299,0.707268,24300,24311
130,2012,Le Taillan Médoc,44.904107,-0.670197,33320,33519
81,2012,Le Teich,44.633088,-1.024917,33470,33527
,2012,Le Temple,45.236447,1.327173,19310,19015
10,2012,Le Tourne,44.709918,-0.400986,33550,33534
,2012,Le Tuzan,44.449312,-0.577768,33125,33536
57,2012,Le Verdon sur Mer,45.545943,-1.061689,33123,33544
9,2012,Leogeats,44.511800,-0.367647,33210,33237
19,2012,Lerm et Musset,44.327035,-0.157110,33840,33239
16,2012,Les Artigues de Lussac,44.970821,-0.140080,33570,33014
10,2012,Les Billaux,44.951792,-0.237995,33500,33052
134,2012,Les Eglisottes et Chalaures,45.098907,-0.037861,33230,33154
,2012,Les Esseintes,44.609725,-0.068259,33190,33158
11,2012,Les Lèves et Thoumeyragues,44.792777,0.174798,33220,33242
59,2012,Les Peintures,45.068402,-0.098510,33230,33315
13,2012,Les Salles de castillon,44.911555,-0.002354,33350,33499
292,2012,Lesparre Médoc,45.306916,-0.938203,33340,33240
18,2012,Lestiac sur Garonne,44.692701,-0.374680,33550,33241
1034,2012,Libourne,44.914650,-0.244728,33500,33243
7,2012,Lignan de Bazas,44.430655,-0.279827,33430,33244
8,2012,Lignan de Bordeaux,44.795566,-0.428951,33360,33245
,2012,Ligueux,44.785223,0.268786,33220,33246
27,2012,Listrac Médoc,45.073085,-0.791965,33480,33248
,2012,Listrac de Dureze,44.761459,0.044862,33790,33247
1188,2012,Lormont,44.878241,-0.522730,33310,33249
,2012,Loubens,44.629487,-0.037793,33190,33250
18,2012,Louchats,44.511811,-0.567876,33125,33251
,2012,Loupes,44.804750,-0.394069,33370,33252
20,2012,Loupiac,45.117616,2.341096,15700,15153
8,2012,Loupiac de la Réole,44.545583,-0.042096,33190,33254
,2012,Lucmau,44.341501,-0.308559,33840,33255
47,2012,Ludon Médoc,44.981978,-0.604182,33290,33256
,2012,Lugaignac,44.814281,-0.194624,33420,33257
,2012,Lugasson,44.750380,-0.160647,33760,33258
6,2012,Lugon et l Ile du Carney,44.948174,-0.359652,33240,33259
7,2012,Lugos,44.482140,-0.885743,33830,33260
18,2012,Lussac,44.949503,-0.097012,33570,33261
110,2012,Lège Cap Ferret,44.792671,-1.146498,33950,33236
92,2012,Léognan,44.727896,-0.601809,33850,33238
69,2012,Macau,45.007774,-0.614737,33460,33262
,2012,Madirac,44.762986,-0.404196,33670,33263
26,2012,Maransin,45.070736,-0.269045,33230,33264
,2012,Marcenais,45.057870,-0.338224,33620,33266
53,2012,Marcheprime ,44.691391,-0.855964,33380,33555
42,2012,Marcillac,45.121491,1.531421,19100,19031
35,2012,Margaux,45.040856,-0.677898,33460,33268
,2012,Margueron,44.761298,0.248453,33220,33269
,2012,Marimbault,44.410230,-0.269844,33430,33270
,2012,Marions,44.382961,-0.091139,33690,33271
17,2012,Marsas,43.051639,0.225368,65200,65300
45,2012,Martignas sur Jalles,44.840159,-0.776232,33127,33273
18,2012,Martillac,44.712641,-0.543959,33650,33274
,2012,Martres,44.709611,-0.168466,33760,33275
,2012,Massugas,44.767928,0.084992,33790,33277
,2012,Mauriac,45.218433,2.332409,15200,15120
7,2012,Mazion,45.161910,-0.614525,33390,33280
9,2012,Mazères,44.258938,0.364375,47130,47210
7,2012,Mesterrieux,44.645401,-0.015935,33540,33283
88,2012,Mios,44.604704,-0.937090,33380,33284
,2012,Mombrier,45.078216,-0.554412,33710,33285
27,2012,Mongauzy,44.566563,0.033646,33190,33287
6,2012,Monprimblanc,44.629355,-0.263632,33410,33288
39,2012,Monségur,44.649771,0.079747,33580,33289
27,2012,Montagne,43.440679,5.682257,13530,13110
,2012,Montagoudin,44.577374,0.000306,33190,33291
42,2012,Montussan,44.881173,-0.429113,33450,33293
9,2012,Morizès,44.611792,-0.091074,33190,33294
,2012,Mouillac,45.007859,-0.353027,33240,33295
13,2012,Mouliets et Villemartin,44.841730,-0.018882,33350,33296
22,2012,Moulis en Médoc,45.058486,-0.770626,33480,33297
15,2012,Moulon,44.846834,-0.221809,33420,33298
10,2012,Mourens,44.648932,-0.210491,33410,33299
1287,2012,Mérignac,44.841817,-0.645856,33700,33281
,2012,Mérignas,44.783967,-0.087892,33350,33282
23,2012,Naujac sur Mer,45.254233,-1.025108,33990,33300
6,2012,Naujan et Postiac,44.788520,-0.181772,33420,33301
,2012,Neuffons,44.642589,0.013239,33580,33304
8,2012,Noaillac,44.515791,-0.011532,33190,33306
25,2012,Noaillan,44.479383,-0.366973,33730,33307
15,2012,Néac,44.939944,-0.180218,33500,33302
17,2012,Nérigean,44.841232,-0.289880,33750,33303
,2012,Omet,44.651358,-0.281316,33410,33308
7,2012,Ordonnac,45.306863,-0.835993,33340,33309
,2012,Origne,44.492282,-0.502438,33113,33310
21,2012,Paillet,44.684875,-0.365369,33550,33311
85,2012,Parempuyre,44.948576,-0.605841,33290,33312
168,2012,Pauillac,45.199818,-0.749578,33250,33314
28,2012,Pellegrue,44.742437,0.074936,33790,33316
1202,2012,Pessac,44.805275,-0.633356,33600,33318
15,2012,Pessac sur Dordogne,44.820011,0.078491,33890,33319
15,2012,Petit Palais et Cornemps,44.981040,-0.064477,33570,33320
21,2012,Peujard,45.046058,-0.430321,33240,33321
127,2012,Pineuilh,44.830139,0.227356,33220,33324
18,2012,Plassac,45.103144,-0.647633,33390,33325
7,2012,Pleine Selve,49.790859,3.525973,2240,2605
49,2012,Podensac,44.650925,-0.355767,33720,33327
17,2012,Pomerol,44.931229,-0.201288,33500,33328
15,2012,Pompignac,44.850277,-0.437361,33370,33330
,2012,Pompéjac,44.402361,-0.292010,33730,33329
,2012,Pondaurat,44.536194,-0.088194,33190,33331
8,2012,Porchères,45.028996,0.009135,33660,33332
27,2012,Portets,44.696547,-0.425446,33640,33334
93,2012,Preignac,44.584234,-0.296323,33210,33337
,2012,Prignac en Médoc,45.326697,-0.914042,33340,33338
25,2012,Prignac et Marcamps,45.032351,-0.494302,33710,33339
17,2012,Préchac,42.992219,-0.073373,65400,65371
33,2012,Pugnac,45.080925,-0.497338,33710,33341
9,2012,Puisseguin,44.923110,-0.073994,33570,33342
19,2012,Pujols,44.806229,-0.032162,33350,33344
8,2012,Pujols sur Ciron,44.561765,-0.354245,33210,33343
13,2012,Puybarban,44.551873,-0.075193,33190,33346
8,2012,Puynormand,44.981869,-0.001044,33660,33347
8,2012,Périssac,45.018630,-0.324449,33240,33317
41,2012,Queyrac ,45.361365,-0.979147,33340,33348
17,2012,Quinsac,45.482966,1.272894,87500,87187
23,2012,Rauzan,44.778407,-0.125537,33420,33350
46,2012,Reignac,45.232904,-0.508147,33860,33351
7,2012,Rimons,44.671207,0.005409,33580,33353
6,2012,Riocaud,44.763886,0.207862,33220,33354
27,2012,Rions,44.662733,-0.352683,33410,33355
13,2012,Roaillan,44.498149,-0.282487,33210,33357
17,2012,Romagne,48.341869,-1.277486,35133,35243
,2012,Roquebrune,44.680012,1.257997,46340,46297
13,2012,Ruch,44.775364,-0.040617,33350,33361
43,2012,Sablons,45.025155,-0.193954,33910,33362
44,2012,Sadirac,44.438704,-0.007779,33690,33195
,2012,Saillans,44.696235,5.196514,26340,26289
,2012,Salaunes,44.935636,-0.830890,33160,33494
25,2012,Salignac,45.015111,-0.381414,33240,33495
18,2012,Salleboeuf,44.841590,-0.397563,33370,33496
57,2012,Salles,44.778843,0.861653,24480,24068
11,2012,Samonac,45.073191,-0.570629,33710,33500
11,2012,Saucats,44.651452,-0.596921,33650,33501
11,2012,Saugon,45.178073,-0.503426,33920,33502
,2012,Saumos,44.918330,-0.989570,33680,33503
7,2012,Sauternes,44.531452,-0.343626,33210,33504
41,2012,Sauveterre de Guyenne,44.692101,-0.086642,33540,33506
,2012,Sauviac,43.854801,3.905773,34270,34078
,2012,Savignac,43.961221,2.834735,12400,12208
10,2012,Savignac de l Isle,44.989687,-0.236377,33910,33509
,2012,Semens,44.612932,-0.239976,33490,33510
6,2012,Sendets,43.296370,-0.260918,64320,64518
,2012,Sigalens,44.449089,-0.045707,33690,33512
,2012,Sillas,44.373873,-0.061755,33690,33513
61,2012,Soulac sur Mer,45.510244,-1.125761,33780,33514
,2012,Soulignac,44.697232,-0.283991,33760,33515
,2012,Soussac,44.728327,0.018798,33790,33516
30,2012,Soussans,45.055431,-0.700475,33460,33517
,2012,St Aignan,44.431797,0.820284,47140,47280
20,2012,St Androny,45.189574,-0.650734,33390,33370
211,2012,St André de Cubzac,44.994197,-0.446196,33240,33366
,2012,St André du Bois,44.604648,-0.184007,33490,33367
16,2012,St André et Appelles,44.818483,0.193757,33220,33369
10,2012,St Antoine,43.870419,5.399861,84400,84003
19,2012,St Antoine sur l Isle,45.026144,0.037239,33660,33373
15,2012,St Aubin de Blaye,45.267274,-0.561367,33820,33374
,2012,St Aubin de Branne,44.807701,-0.172732,33420,33375
47,2012,St Aubin de Médoc,44.911245,-0.726476,33160,33376
61,2012,St Avit St Nazaire,44.849789,0.256780,33220,33378
,2012,St Brice,48.558536,-0.642538,61700,61370
15,2012,St Caprais de Blaye,45.285223,-0.563791,33820,33380
35,2012,St Caprais de Bordeaux,44.750280,-0.436307,33880,33381
9,2012,St Christoly Médoc,45.355867,-0.826586,33340,33383
109,2012,St Christoly de Blaye,45.130158,-0.508060,33920,33382
13,2012,St Christophe de Double,45.079620,0.015329,33230,33385
8,2012,St Christophe des Bardes,44.895608,-0.123193,33330,33384
,2012,St Cibard,44.938861,-0.025382,33570,33386
69,2012,St Ciers d Abzac,45.030817,-0.278151,33910,33387
18,2012,St Ciers de Canesse,45.082757,-0.609407,33710,33388
108,2012,St Ciers sur Gironde,45.290007,-0.611345,33820,33389
,2012,St Come,43.185206,5.737688,83740,83027
175,2012,St Denis de Pile,44.991431,-0.207270,33910,33393
19,2012,St Emilion,44.891978,-0.155949,33330,33394
34,2012,St Estèphe,45.591444,0.662789,24360,24398
,2012,St Etienne de Lisse,44.878288,-0.098151,33330,33396
,2012,St Exupéry,44.625868,-0.103200,33190,33398
6,2012,St Felix de Foncaude,44.653031,-0.098386,33540,33399
11,2012,St Ferme,45.447891,-0.314741,17520,17316
,2012,St Genis du Bois,44.701298,-0.175578,33760,33409
10,2012,St Genès de Blaye,45.161899,-0.642554,33390,33405
,2012,St Genès de Castillon,44.897195,-0.066236,33350,33406
9,2012,St Genès de Fronsac,45.023936,-0.357803,33240,33407
,2012,St Genès de Lombaud,44.752850,-0.382084,33670,33408
19,2012,St Germain d Esteuil,45.288722,-0.865395,33340,33412
,2012,St Germain de Grave,44.625178,-0.221755,33490,33411
9,2012,St Germain de la Rivière,44.947184,-0.332900,33240,33414
26,2012,St Germain du Puch,44.855582,-0.322394,33750,33413
20,2012,St Gervais,44.620452,0.780675,47210,47240
18,2012,St Girons d'Aiguevives,45.139867,-0.543054,33920,33416
,2012,St Hilaire de la Noaille,44.600832,0.001580,33190,33418
,2012,St Hilaire du Bois,45.416233,-0.496683,17500,17345
,2012,St Hippolyte,47.317999,6.811424,25190,25519
44,2012,St Jean d Illac,44.809238,-0.784283,33127,33422
8,2012,St Jean de Blaignac,44.812235,-0.140077,33420,33421
17,2012,St Julien Beychevelle ,45.164055,-0.740805,33250,33423
11,2012,St Laurent d Arce,45.034005,-0.470255,33240,33425
,2012,St Laurent des Combes ,44.874595,-0.133429,33330,33426
,2012,St Laurent du Bois,44.634838,-0.136501,33540,33427
58,2012,St Laurent du Médoc,45.149562,-0.822638,33112,33424
,2012,St Laurent du Plan,44.622743,-0.118167,33190,33428
10,2012,St Loubert,44.416388,-0.028142,33690,33195
112,2012,St Loubès,44.916331,-0.428727,33450,33433
50,2012,St Louis de Montferrand,44.951755,-0.534968,33440,33434
7,2012,St Léger de Balson,44.431261,-0.465963,33113,33429
,2012,St Léon,46.024008,1.678935,23400,23189
52,2012,St Macaire,47.865581,-1.778204,35480,35289
7,2012,St Magne,45.883779,1.973361,23460,23249
48,2012,St Magne de Castillon,44.863872,-0.065682,33350,33437
33,2012,St Maixant,44.578047,-0.261924,33490,33438
36,2012,St Mariens,45.116258,-0.404082,33620,33439
9,2012,St Martial,44.267652,0.280968,47160,47267
30,2012,St Martin Lacaussade,45.146567,-0.642827,33390,33441
7,2012,St Martin de Laye,45.034962,-0.228828,33910,33442
,2012,St Martin de Lerm,44.647375,-0.042544,33540,33443
,2012,St Martin de Sescas,44.574607,-0.163404,33490,33444
20,2012,St Martin du Bois,47.705923,-0.743064,49500,49305
,2012,St Martin du Puy,47.334090,3.867377,58140,58255
7,2012,St Michel de Castelnau,44.280580,-0.111890,33840,33450
,2012,St Michel de Fronsac,44.929126,-0.303918,33126,33451
,2012,St Michel de Lapujade,44.581065,0.070699,33190,33453
8,2012,St Michel de Rieufret,44.621544,-0.432243,33720,33452
6,2012,St Morillon,44.649050,-0.503349,33650,33454
19,2012,St Médard d Eyrans,44.718223,-0.510184,33650,33448
89,2012,St Médard de Guizières,45.014503,-0.059958,33230,33447
296,2012,St Médard en Jalles,44.895312,-0.717808,33160,33449
,2012,St Palais,43.327875,-1.034919,64120,64493
20,2012,St Pardon de Conques,44.553376,-0.181114,33210,33457
20,2012,St Paul,-21.037111,55.310417,97460,97415
,2012,St Pey d Armens,44.855337,-0.113352,33330,33459
11,2012,St Pey de Castets,44.810618,-0.069105,33350,33460
12,2012,St Philippe d Aiguille,44.912563,-0.031571,33350,33461
,2012,St Philippe du Seignal,44.827201,0.254086,33220,33462
24,2012,St Pierre d Aurillac,44.571075,-0.192196,33490,33463
,2012,St Pierre de Bat,44.673531,-0.232098,33760,33464
43,2012,St Pierre de Mons,44.551309,-0.221318,33210,33465
24,2012,St Quentin de Baron,44.816982,-0.287194,33750,33466
,2012,St Quentin de Caplong,44.783543,0.130987,33220,33467
15,2012,St Romain la Virvée,44.964979,-0.399968,33240,33470
26,2012,St Sauveur,47.803364,6.383516,70300,70473
,2012,St Sauveur de Puynormand,44.998934,-0.036247,33660,33472
56,2012,St Savin,45.138319,-0.448722,33920,33473
7,2012,St Selve,43.702618,1.838084,81500,81116
7,2012,St Seurin de Bourg,45.052177,-0.579460,33710,33475
18,2012,St Seurin de Cadourne,45.285900,-0.789853,33180,33476
20,2012,St Seurin de Cursac,45.160556,-0.628452,33390,33477
111,2012,St Seurin sur l'Isle,45.013359,-0.002732,33660,33478
,2012,St Seve,44.609003,-0.029122,33190,33479
19,2012,St Sulpice de Faleyrens,44.873873,-0.190413,33330,33480
,2012,St Sulpice de Guilleragues,44.628243,0.049323,33580,33481
,2012,St Sulpice de Pommiers,44.670598,-0.114503,33540,33482
43,2012,St Sulpice et Cameyrac,44.909363,-0.391523,33450,33483
36,2012,St Symphorien,44.427771,-0.490897,33113,33484
10,2012,St Trojan,45.087297,-0.580436,33710,33486
30,2012,St Vincent de Paul,43.741747,-1.000737,40990,40283
10,2012,St Vincent de Pertignas,44.797690,-0.112689,33420,33488
,2012,St Vivien de Blaye,45.100114,-0.517627,33920,33489
6,2012,St Vivien de Monségur,44.615348,0.106755,33580,33491
40,2012,St Vivien de Médoc,45.429637,-1.036538,33590,33490
82,2012,St Yzan de Soudiac,45.139453,-0.411863,33920,33492
7,2012,St Yzans de Médoc,45.321734,-0.822961,33340,33493
8,2012,Ste Colombe,44.873617,0.736926,24150,24223
29,2012,Ste Croix du Mont,44.592779,-0.281691,33410,33392
170,2012,Ste Eulalie,43.774383,-0.550563,40500,40282
,2012,Ste Florence,44.811785,-0.091952,33350,33401
215,2012,Ste Foy la Grande,44.839783,0.216751,33220,33402
,2012,Ste Foy la Longue,44.609329,-0.146433,33490,33403
,2012,Ste Gemme,45.771145,-0.888862,17250,17330
33,2012,Ste Hélène,45.897255,0.899844,87200,87154
8,2012,Ste Radegonde,43.898655,0.97545,82500,82013
35,2012,Ste Terre,44.827413,-0.113071,33350,33485
13,2012,Tabanac,44.719657,-0.406630,33550,33518
9,2012,Taillecavat,44.646182,0.149338,33580,33520
15,2012,Talais,45.471211,-1.058783,33590,33521
1929,2012,Talence,44.807615,-0.589197,33400,33522
32,2012,Targon,44.733847,-0.264638,33760,33523
,2012,Tarnes,44.975207,-0.359960,33240,33524
28,2012,Tauriac,44.150091,1.242437,82130,82087
,2012,Tayac,44.951870,-0.010858,33570,33526
11,2012,Teuillac,45.091911,-0.548921,33710,33530
,2012,Tizac de Curton,44.820761,-0.250699,33420,33531
,2012,Tizac de Lapouyade,45.073248,-0.306075,33620,33532
99,2012,Toulenne,44.557285,-0.263244,33210,33533
29,2012,Tresses,44.848552,-0.463858,33370,33535
15,2012,Uzeste,44.441030,-0.324445,33730,33537
14,2012,Valeyrac,45.394949,-0.895814,33340,33538
42,2012,Vayres,44.896364,-0.314667,33870,33539
67,2012,Vendays Montalivet,45.355735,-1.060588,33930,33540
24,2012,Vensac,45.397886,-1.041910,33590,33541
10,2012,Verac,44.991073,-0.341862,33240,33542
28,2012,Verdelais,44.587339,-0.252375,33490,33543
17,2012,Vertheuil,45.250115,-0.834640,33180,33545
7,2012,Vignonet,44.845377,-0.146997,33330,33546
33,2012,Villandraut,44.457529,-0.374477,33730,33547
11,2012,Villegouge,44.966832,-0.308681,33141,33548
487,2012,Villenave d Ornon,44.779487,-0.567154,33140,33550
,2012,Villenave de Rions,44.689275,-0.339105,33550,33549
11,2012,Villeneuve,44.436491,2.031286,12260,12301
11,2012,Virelade,44.665448,-0.381886,33720,33552
33,2012,Virsac,45.026776,-0.441848,33240,33553
37,2012,Yvrac,44.879252,-0.461951,33370,33554
