idENT_NCA;NOM;SOUS_TYPE;CODE_INSEE;TYPE;geometry
06088AT045177B;ELEMENTAIRE RENE ARZIARI;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28380868, 43.71479942]}
06088AG108924A;MATERNELLE SOURGENTINE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29392679, 43.70532663]}
06088AL007713A0;GROUPE SCOLAIRE RONCHESE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26864604, 43.70200783]}
06088AB088060A0;GROUPE SCOLAIRE VON DERWIES;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26191254, 43.71645688]}
06088AT033547A0;GROUPE SCOLAIRE SAINT ROMAN DE BELLET;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.21468224, 43.74292452]}
06088AC173873A0;GROUPE SCOLAIRE CORNICHE FLEURIE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.20836877, 43.68581179]}
06088AL051726A0;GROUPE SCOLAIRE SAINT PIERRE D'ARENE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.2457235, 43.69308687]}
06088AC1793156A0;GROUPE SCOLAIRE GENETS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.22951784, 43.71446282]}
06088AA106735A0;GROUPE SCOLAIRE AUBER;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26135864, 43.70311366]}
06088AC2002167A0;GROUPE SCOLAIRE SAINT SYLVESTRE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.24658359, 43.7252872]}
06088AB020933A0;GROUPE SCOLAIRE PIERRE MERLE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28651152, 43.70132323]}
06088AP09906A0;GROUPE SCOLAIRE RISSO;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28458118, 43.70741702]}
06088AB08581A0;GROUPE SCOLAIRE BORNALA;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.23780104, 43.69413765]}
06088AS0836114A;MATERNELLE I CAUCADE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.21198345, 43.67828323]}
06088AG10341B;MATERNELLE OLIVIERS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25141765, 43.72915577]}
06088AA02646A;MATERNELLE THERESE ROMEO;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25892149, 43.70867677]}
06088AT045177A;MATERNELLE RENE ARZIARI;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28380868, 43.71479942]}
06088AA114447C;MATERNELLE CAPELINA;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28706649, 43.70664601]}
06088AL0099229B;MATERNELLE FABRON;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.21199986, 43.68710928]}
06088AS0572173A;MATERNELLE SAINT PIERRE DE FERIC;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.23757281, 43.71413299]}
06088AG05065A;MATERNELLE LAURIERS ROSES;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.30689422, 43.73952079]}
06088AA106735B;MATERNELLE AUBER;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26152661, 43.70284323]}
06088AD01152A;MATERNELLE LES PERVENCHES;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.20023616, 43.6851917]}
06088AC173834B;ELEMENTAIRE APRAXINE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.21519498, 43.6816627]}
06088AP053919A;MATERNELLE JEANNE DE FRANCE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.2651412, 43.70054612]}
06088AJ04514A;MATERNELLE SAINTE THERESE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.24448455, 43.6938369]}
06088AJ04514B;ELEMENTAIRE SAINTE THERESE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.24439874, 43.69377651]}
06088AC173834A0;ECOLE APRAXINE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.21509149, 43.68178083]}
06088AB020914A0;ECOLE SAINT JOSEPH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28272371, 43.70156229]}
06088AJ04514A0;ECOLE SAINTE THERESE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.24453544, 43.6937334]}
06088SS09901A0;ECOLE SASSERNO;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27064023, 43.70249484]}
06088AF034117A;MATERNELLE SAINT VINCENT DE PAUL;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28575533, 43.699283]}
06088AS04624A;MATERNELLE SAINT THOMAS D'AQUIN;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26184889, 43.71748846]}
06088AT0451212D;ELEMENTAIRE II BON VOYAGE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28784638, 43.72579225]}
06088AF04952B;ELEMENTAIRE II SAINT ROCH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29186966, 43.71342178]}
06088AC2002167B;ELEMENTAIRE II SAINT SYLVESTRE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.24718065, 43.72557848]}
06088AA116065A;ELEMENTAIRE I NICE FLORE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.21900925, 43.67060236]}
06088AC173873B;ELEMENTAIRE CORNICHE FLEURIE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.20844429, 43.6859713]}
06088AB03794B;ELEMENTAIRE SAINT PHILIPPE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.24795873, 43.70100926]}
06088AH0176123B;ELEMENTAIRE ACACIAS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26991148, 43.73069313]}
06088AM121085A;ELEMENTAIRE COL DE VILLEFRANCHE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.30032129, 43.7060973]}
06088AA11331A;ELEMENTAIRE NIKAIA;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.2722474, 43.69658413]}
06088AB0979127C;ELEMENTAIRE LYCETTE DARSONVAL;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.2721639, 43.72609261]}
06088AT0451212C;ELEMENTAIRE I BON VOYAGE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28817665, 43.72630012]}
06088AS022010B;ELEMENTAIRE SAINT EXUPERY;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27445225, 43.73453957]}
06088AT02533A0;GROUPE SCOLAIRE JEAN MACE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28198969, 43.71874906]}
06088AP017686A0;GROUPE SCOLAIRE ORANGERS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29507719, 43.71545695]}
06088AP070434A0;GROUPE SCOLAIRE MANTEGA;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25200921, 43.70945565]}
06088AR0341148A0;GROUPE SCOLAIRE AIRE SAINT MICHEL;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.2694187, 43.74424295]}
06088AG046289A0;GROUPE SCOLAIRE ANNEXES IUFM;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26877716, 43.71403113]}
06088AP08808A0;GROUPE SCOLAIRE ROTHSCHILD;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27358882, 43.70282482]}
06088AP137517A0;GROUPE SCOLAIRE PASTEUR;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28307291, 43.72210528]}
06088AM004457A0;GROUPE SCOLAIRE CHALET DES ROSES;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.24027671, 43.69734241]}
06088BA0244189A0;GROUPE SCOLAIRE RIGHI;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25026709, 43.71572448]}
06088BA0244469A0;GROUPE SCOLAIRE SAINT PANCRACE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.23709214, 43.73746173]}
06088AO00771A0;GROUPE SCOLAIRE SAINT PIERRE DE FERIC;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.23572439, 43.71798763]}
06088AT0451212A;MATERNELLE I BON VOYAGE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28776499, 43.72640557]}
06088AB0463205B;MATERNELLE VENTABRUN;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.2267389, 43.70333874]}
06088AM004457B;MATERNELLE CHALET DES ROSES;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.23993229, 43.6972528]}
06088AB08581A;MATERNELLE BORNALA;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.23769098, 43.69427902]}
06088AM059490A;MATERNELLE NICE FLORE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.21898179, 43.67005242]}
06088AO0198135C;MATERNELLE MAGNOLIAS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.22018334, 43.6798659]}
06088AS0836114B;MATERNELLE II CAUCADE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.2120489, 43.67861919]}
06088AA05282B;MATERNELLE TERRA AMATA;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28949789, 43.70007794]}
06088AB100616B;MATERNELLE CASSINI;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.30248073, 43.72059596]}
06088AP017686B;MATERNELLE ORANGERS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29521459, 43.71537893]}
06088AA00171927A;MATERNELLE INTERCOMMUNALE JEAN DE LA FONTAINE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29667729, 43.75185887]}
06088BA0244189A;MATERNELLE RIGHI;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25040828, 43.71560705]}
06088AC034172A;MATERNELLE ABC SCHOOL;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29252338, 43.69575318]}
06088AS04624B;ELEMENTAIRE SAINT THOMAS D'AQUIN;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26206895, 43.71751525]}
06088AF034117A0;ECOLE SAINT VINCENT DE PAUL;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28606085, 43.69936539]}
06088AV04072B;ELEMENTAIRE OR TORAH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27292171, 43.7097339]}
06088AO0198135A;ELEMENTAIRE I MAGNOLIAS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.21988477, 43.67981171]}
06088AS040778A;ELEMENTAIRE II FUON CAUDA;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26472749, 43.71283526]}
06088AM13422A;ELEMENTAIRE I ARENES DE CIMIEZ;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27533555, 43.71844917]}
06088AL00446B;ELEMENTAIRE I FUON CAUDA;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26462179, 43.71250328]}
06088AG0044190A;ELEMENTAIRE GAIRAUTINE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26346146, 43.73697687]}
06088AT033547A;ELEMENTAIRE SAINT ROMAN DE BELLET;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.214672, 43.74305471]}
06088AB088060A;ELEMENTAIRE VON DERWIES;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26181782, 43.71680031]}
06088AM0044282A;ELEMENTAIRE MADELEINE SUPERIEURE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.22988882, 43.70910534]}
06088AS09652A0;GROUPE SCOLAIRE BOIS DE BOULOGNE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.20375741, 43.67282134]}
06088AG053928BISA0;GROUPE SCOLAIRE ALAIN PEGLION;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29845727, 43.69114805]}
06088AJ02971A0;GROUPE SCOLAIRE JULES FERRY;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28059502, 43.71050075]}
06088AF04952A0;GROUPE SCOLAIRE SAINT ROCH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29149236, 43.71328263]}
06088AC1848430A0;GROUPE SCOLAIRE CREMAT;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.20875023, 43.72271894]}
06088AM022013A0;GROUPE SCOLAIRE CHATEAU;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27858807, 43.69609794]}
06088AG069362A0;GROUPE SCOLAIRE RAY GORBELLA;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25664817, 43.72398982]}
06088AP01876A0;GROUPE SCOLAIRE PAPON;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28131112, 43.70138551]}
06088AL009986A0;GROUPE SCOLAIRE LANTERNE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.22643322, 43.68209011]}
06088AF04952A;MATERNELLE SAINT ROCH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29110402, 43.71322313]}
06088AE036323A;MATERNELLE PORT;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28329828, 43.69775867]}
06088AD06163A;MATERNELLE DUBOUCHAGE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27355942, 43.70363668]}
06088AG005020A;MATERNELLE I ROSALINDE RANCHER;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26281921, 43.72555583]}
06088AG069362A;MATERNELLE RAY GORBELLA;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25664185, 43.72420466]}
06088AC1848430B;MATERNELLE CREMAT;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.20870334, 43.72279773]}
06088AC123232A;MATERNELLE CLEMENT ROASSAL;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25831188, 43.70827275]}
06088AC034172B;ELEMENTAIRE ABC SCHOOL;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29260371, 43.69568154]}
06088AC097317A;MATERNELLE BLANCHE DE CASTILLE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29696269, 43.71093455]}
06088AP07049B;ELEMENTAIRE NAZARETH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25470042, 43.70931807]}
06088AV04072A;MATERNELLE OR TORAH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27340357, 43.70999825]}
06088AC115524B;ELEMENTAIRE SAINT BARTHELEMY;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25523505, 43.71894601]}
06088AB020914B;ELEMENTAIRE SAINT JOSEPH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28256396, 43.70160163]}
06088AF034117B;ELEMENTAIRE SAINT VINCENT DE PAUL;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28599794, 43.699264]}
06088AB061625B;ELEMENTAIRE STANISLAS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27224681, 43.7064632]}
06088AS04624A0;ECOLE SAINT THOMAS D'AQUIN;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.2619766, 43.71745513]}
06088AB061625A0;ECOLE STANISLAS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27227823, 43.70662249]}
06088AP00335A;MATERNELLE KEREM MENAHEM;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.263808, 43.70205713]}
06088AB0099150A;ECOLE PIGIER;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.19242641, 43.71005393]}
06088BA0244376B;ELEMENTAIRE PESSICART;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.23895928, 43.72299166]}
06088AG005024C;ELEMENTAIRE I ROSALINDE RANCHER;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26241029, 43.72615865]}
06088AM14744A;ELEMENTAIRE MOULINS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.21123861, 43.6715096]}
06088AO00605A;ELEMENTAIRE RENE CASSIN;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29865885, 43.73912304]}
06088BA1644194C;ELEMENTAIRE I DIGUE DES FRANCAIS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.20221266, 43.67755891]}
06088AP01656A;ELEMENTAIRE PORT;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28354081, 43.69778847]}
06088AG046289D;ELEMENTAIRE JEAN MARIE HYVERT (ANNEXE IUFM);ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26939936, 43.7143377]}
06088AB04516A;ELEMENTAIRE II PAULE D'ESSLING;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27688858, 43.717293]}
06088AB020933A;ELEMENTAIRE PIERRE MERLE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28644037, 43.70118323]}
06088AL009986A;ELEMENTAIRE LANTERNE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.22608241, 43.68218714]}
06088AV003316BISB;ELEMENTAIRE SAINTE HELENE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.23338859, 43.68569145]}
06088AB0463205A;ELEMENTAIRE VENTABRUN;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.22700711, 43.70346594]}
06088AM008811A;ELEMENTAIRE MADONETTE TERRON;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.2263086, 43.6914384]}
06088AC1848430A;ELEMENTAIRE CREMAT;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.20879922, 43.7227966]}
06088AH016584A;ELEMENTAIRE LAS PLANAS JEAN FRANCOIS KNECHT;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.24878396, 43.73226976]}
06088BA1644194D;ELEMENTAIRE DIGUE DES FRANCAIS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.20309522, 43.67767295]}
06088AM0044282B;MATERNELLE MADELEINE SUPERIEURE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.23012287, 43.70934303]}
06088AS022010A0;GROUPE SCOLAIRE SAINT EXUPERY;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.2747901, 43.73448347]}
06088AG005022A0;GROUPE SCOLAIRE ROSALINDE RANCHER;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26272976, 43.72591058]}
06088AM14744A0;GROUPE SCOLAIRE MOULINS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.21087548, 43.67136021]}
06088AG05063A0;GROUPE SCOLAIRE ARIANE NORD;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.30684312, 43.73899721]}
06088AF061617A0;GROUPE SCOLAIRE SAINT BARTHELEMY;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25458179, 43.71603699]}
06088AL05284A0;GROUPE SCOLAIRE BISCHOFFSHEIM;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29233864, 43.70594559]}
06088AT0451212A0;GROUPE SCOLAIRE BON VOYAGE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28791558, 43.72609411]}
06088AA05282A0;GROUPE SCOLAIRE TERRA AMATA;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28980959, 43.69997484]}
06088AA11331A0;GROUPE SCOLAIRE NIKAIA;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27230247, 43.69667298]}
06088AP08808A;MATERNELLE ROTHSCHILD;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27365352, 43.70296616]}
06088AE027521A;MATERNELLE LES MESANGES;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.30203115, 43.73660367]}
06088AH016571A;MATERNELLE LAS PLANAS;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25026621, 43.73081632]}
06088AV003316BISA;MATERNELLE SAINTE HELENE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.23342081, 43.68530115]}
06088AF0033371TERA;MATERNELLE RAYMOND MORETTI;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.20765955, 43.70570821]}
06088AM121085B;MATERNELLE COL DE VILLEFRANCHE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.30024091, 43.70616745]}
06088AP049136A;MATERNELLE MARIE JOSEPH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29131738, 43.7117944]}
06088AP049136B;ELEMENTAIRE MARIE JOSEPH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29143459, 43.71188184]}
06088AP07049A;MATERNELLE NAZARETH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25468645, 43.70895507]}
06088AB020914A;MATERNELLE SAINT JOSEPH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.28250194, 43.70151201]}
06088SS09901A;MATERNELLE SASSERNO;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.27053319, 43.70276108]}
06088AP053919A0;ECOLE JEANNE DE FRANCE;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.26515268, 43.70030725]}
06088AP049136A0;ECOLE MARIE JOSEPH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.29151267, 43.71175128]}
06088AP07049A0;ECOLE NAZARETH;ECOLE PRIMAIRE;06088;EDUCATION;{"type": "Point", "coordinates": [7.25497164, 43.70893919]}
