SITE;APPLICATION;ANNEE;MOIS;PREMIERE_VISITE;DERNIERE_VISITE;NB_VISITEURS;NB_VISITE;MOY_VISITEURS_VISITE;PAGES;MOY_PAGES_VISITE;HITS;MOY_HITS_VISITE;VOL_BANDEPASSANTE;MOY_BANDEPASSANTE_VISITE
forums.agricoll.national.agri;;2018;Décembre;03 Dec 2018 - 08:22;31 Dec 2018 - 11:22;96;184;1,92;1484;8,07;2249;12,22;19,74;109,89
ftp.agriculture.ader.gouv.fr;;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ftp.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;64;125;1,95;89697;717,58;89923;719,38;2758,57;22598,22
ftp.national.agri;;2018;Décembre;NA;28 Dec 2018 - 11:23;25;31;1,24;48;1,55;11514;371,42;12726,79;420394,68
ged.agriculture;;2018;Décembre;03 Dec 2018 - 08:04;31 Dec 2018 - 11:27;171;574;3,36;24974;43,51;80040;139,44;3754,01;6697,05
ged.agriculture.ader.gouv.fr;;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ged.agriculture.ader.gouv.fr_gednet;gednet;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ged.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 10:02;31 Dec 2018 - 14:57;207;415;2,00;20390;49,13;53147;128,07;2034,64;5020,41
ged.agriculture.gouv.fr_gednet;gednet;2018;Décembre;01 Dec 2018 - 10:02;31 Dec 2018 - 14:57;206;414;2,01;20389;49,25;53146;128,37;2034,64;5032,54
ged.agriculture_gedsi;gedsi;2018;Décembre;03 Dec 2018 - 08:04;31 Dec 2018 - 11:27;171;574;3,36;24974;43,51;80040;139,44;3754,01;6697,05
ged.national.agri;;2018;Décembre;01 Dec 2018 - 05:03;31 Dec 2018 - 16:35;1139;6646;5,83;225825;33,98;755890;113,74;23483,38;3618,26
ged.national.agri_gedcourrier;gedcourrier;2018;Décembre;03 Dec 2018 - 04:02;31 Dec 2018 - 15:01;94;431;4,59;16642;38,61;50050;116,13;307,44;730,43
ged.national.agri_gednet;gednet;2018;Décembre;03 Dec 2018 - 09:23;28 Dec 2018 - 16:36;96;190;1,98;5324;28,02;10192;53,64;668,04;3600,38
ged.national.agri_gedsi;gedsi;2018;Décembre;01 Dec 2018 - 05:03;31 Dec 2018 - 16:35;994;5784;5,82;203479;35,18;695268;120,21;22507,90;3984,80
geo.national.agri;;2018;Décembre;03 Dec 2018 - 07:41;31 Dec 2018 - 17:29;40;371;9,28;234434;631,90;234720;632,67;1509,70;4166,92
geo.national.agri_geo-ide-base-doc;geo-ide-base-doc;2018;Décembre;03 Dec 2018 - 10:17;12 Dec 2018 - 18:01;1;3;3,00;52;17,33;338;112,67;10,97;3744,00
gestion.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 18:22;31 Dec 2018 - 16:56;513;1842;3,59;568667;308,72;660177;358,40;6349,38;3529,73
gestion.agriculture.gouv.fr_darwin;darwin;2018;Décembre;02 Dec 2018 - 12:46;28 Dec 2018 - 11:30;73;297;4,07;36515;122,95;68992;232,30;1084,37;3738,72
gestion.agriculture.gouv.fr_decouverte-mobile;decouverte-mobile;2018;Décembre;05 Dec 2018 - 14:00;27 Dec 2018 - 09:57;7;15;2,14;1667;111,13;1764;117,60;6,14;418,87
gestion.agriculture.gouv.fr_elecprorh;elecprorh;2018;Décembre;03 Dec 2018 - 10:15;28 Dec 2018 - 09:21;352;719;2,04;268913;374,01;297719;414,07;2228,77;3174,22
gestion.national.agri;;2018;Décembre;01 Dec 2018 - 10:14;31 Dec 2018 - 23:59;468;3544;7,57;1889175;533,06;2323552;655,63;20593,20;5950,18
gestion.national.agri_decouverte;decouverte;2018;Décembre;03 Dec 2018 - 08:09;31 Dec 2018 - 16:49;194;2055;10,59;184120;89,60;494937;240,85;12092,91;6025,86
gestion.national.agri_escale;escale;2018;Décembre;03 Dec 2018 - 06:00;27 Dec 2018 - 16:41;30;137;4,57;4408;32,18;24005;175,22;96,35;720,14
gestion.national.agri_themis;themis;2018;Décembre;03 Dec 2018 - 09:18;31 Dec 2018 - 15:19;11;96;8,73;10929;113,84;16072;167,42;221,37;2361,32
gestion.national.agri_themis-stats;themis-stats;2018;Décembre;03 Dec 2018 - 09:34;31 Dec 2018 - 14:18;5;14;2,80;166;11,86;1131;80,79;4,00;292,71
identification.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;22651;141631;6,25;3549958;25,06;6729379;47,51;30707,59;222,02
imbosh.agricoll.agriculture.gouv.fr;;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
info.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:27;31 Dec 2018 - 23:57;43834;79543;1,81;319119;4,01;1084246;13,63;104834,21;1349,59
info.agriculture.gouv.fr_gedei;gedei;2018;Décembre;01 Dec 2018 - 00:27;31 Dec 2018 - 23:57;43833;79542;1,81;319118;4,01;1084213;13,63;104834,09;1349,60
info.national.agri;;2018;Décembre;01 Dec 2018 - 08:51;31 Dec 2018 - 19:43;2181;7094;3,25;86905;12,25;284482;40,10;16830,08;2429,38
info.national.agri_gedei;gedei;2018;Décembre;01 Dec 2018 - 08:51;31 Dec 2018 - 19:43;2181;7094;3,25;86905;12,25;284482;40,10;16830,08;2429,38
listes.agricoll.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 13:11;31 Dec 2018 - 19:07;105;197;1,88;2575;13,07;3541;17,97;37,93;197,15
listes.agricoll.national.agri;;2018;Décembre;NA;31 Dec 2018 - 14:52;168;344;2,05;5088;14,79;6313;18,35;62,78;186,88
mesdemarches.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;56934;79765;1,40;238684;2,99;2130189;26,71;15426,43;198,04
obm.agricoll.agriculture.gouv.fr;;2018;Décembre;NA;31 Dec 2018 - 13:57;93;144;1,55;606;4,21;2858;19,85;8,04;57,16
obm.agricoll.national.agri;;2018;Décembre;01 Dec 2018 - 17:38;31 Dec 2018 - 15:56;577;947;1,64;11601;12,25;54775;57,84;114,54;123,85
opush.agricoll.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;2038;3342;1,64;103155;30,87;103155;30,87;87,89;26,93
partage.agricoll.agriculture.gouv.fr;;2018;Décembre;NA;31 Dec 2018 - 08:49;96;163;1,70;1710;10,49;5911;36,26;3432,65;21564,62
partage.agricoll.national.agri;;2018;Décembre;02 Dec 2018 - 18:29;31 Dec 2018 - 12:52;217;293;1,35;5518;18,83;19567;66,78;9493,42;33178,37
peche.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:27;31 Dec 2018 - 23:59;172;1001;5,82;430853;430,42;1356859;1355,50;19436,50;19883,09
peche.agriculture.gouv.fr_telesisaap;telesisaap;2018;Décembre;01 Dec 2018 - 05:25;30 Dec 2018 - 08:47;33;50;1,52;7392;147,84;7854;157,08;19,85;406,44
peche.national.agri;;2018;Décembre;03 Dec 2018 - 07:03;31 Dec 2018 - 15:37;14;110;7,86;66892;608,11;773183;7028,94;4305,11;40076,66
peche.national.agri_ersweb;ersweb;2018;Décembre;NA;28 Dec 2018 - 08:43;3;11;3,67;25;2,27;847;77,00;1,77;164,36
peche.national.agri_sisaap;sisaap;2018;Décembre;03 Dec 2018 - 07:32;31 Dec 2018 - 15:21;5;63;12,60;9860;156,51;26941;427,63;530,91;8629,37
perf.national.agri;;2018;Décembre;01 Dec 2018 - 00:02;31 Dec 2018 - 23:59;65;262;4,03;84436;322,27;108966;415,90;1066,73;4169,21
perf.national.agri_nomade;nomade;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
perf.national.agri_nomade-gestion;nomade-gestion;2018;Décembre;03 Dec 2018 - 09:06;31 Dec 2018 - 14:25;31;127;4,10;41484;326,65;44836;353,04;179,27;1445,44
perf.national.agri_nomade-habilitation;nomade-habilitation;2018;Décembre;10 Dec 2018 - 08:32;20 Dec 2018 - 13:31;2;4;2,00;857;214,25;945;236,25;2,04;522,00
perf.national.agri_nomade-pentaho;nomade-pentaho;2018;Décembre;01 Dec 2018 - 00:03;31 Dec 2018 - 23:59;2;29;14,50;7962;274,55;8078;278,55;6,48;228,86
perf.national.agri_p3-pentaho;p3-pentaho;2018;Décembre;03 Dec 2018 - 17:41;28 Dec 2018 - 15:46;20;34;1,70;2823;83,03;4408;129,65;68,32;2057,68
perf.national.agri_valse_bi;valse_bi;2018;Décembre;01 Dec 2018 - 00:02;31 Dec 2018 - 23:55;21;73;3,48;12374;169,51;23921;327,68;132,22;1854,67
portail.agricoll.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:04;1947;4834;2,48;60533;12,52;132404;27,39;600,20;127,14
portail.mercure.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:01;31 Dec 2018 - 23:37;419;12614;30,11;58421;4,63;195276;15,48;1713,81;139,13
propluvia.developpement-durable.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:47;4472;9477;2,12;68440;7,22;524735;55,37;4488,79;485,02
proxyvip.national.agri;;2018;Décembre;01 Dec 2018 - 08:45;31 Dec 2018 - 23:15;992;11902;12,00;14445;1,21;96187;8,08;1082,10;93,10
reports.forge.agriculture;;2018;Décembre;NA;31 Dec 2018 - 11:51;64;272;4,25;3358;12,35;20028;73,63;706,75;2660,69
scm.forge.national.agri;;2018;Décembre;01 Dec 2018 - 03:00;31 Dec 2018 - 23:00;214;2505;11,71;6740971;2691,01;7965926;3180,01;121694,15;49746,43
service.agriculture;;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
service.agriculture.gouv.fr;;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
service.agriculture.gouv.fr_fco;fco;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
signature.national.agri;;2018;Décembre;10 Dec 2018 - 19:09;31 Dec 2018 - 19:43;2;45;22,50;149;3,31;149;3,31;0,07;1,62
stats.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:10;31 Dec 2018 - 23:59;4034;7375;1,83;463064;62,79;1028490;139,46;15753,23;2187,30
stats.agriculture.gouv.fr_a7matprem;a7matprem;2018;Décembre;NA;20 Dec 2018 - 16:08;3;4;1,33;19;4,75;409;102,25;1,75;446,75
stats.agriculture.gouv.fr_calvaabatga;calvaabatga;2018;Décembre;03 Dec 2018 - 14:21;17 Dec 2018 - 11:26;3;13;4,33;211;16,23;1161;89,31;190,29;14989,08
stats.agriculture.gouv.fr_calvaabatvol;calvaabatvol;2018;Décembre;10 Dec 2018 - 11:08;27 Dec 2018 - 10:23;3;12;4,00;117;9,75;817;68,08;101,42;8654,83
stats.agriculture.gouv.fr_calvaacc;calvaacc;2018;Décembre;31 Dec 2018 - 11:02;31 Dec 2018 - 11:03;1;1;1,00;6;6,00;91;91,00;1,62;1657,00
stats.agriculture.gouv.fr_calvahuile;calvahuile;2018;Décembre;20 Dec 2018 - 16:07;20 Dec 2018 - 16:09;1;1;1,00;5;5,00;88;88,00;0,33;343,00
stats.agriculture.gouv.fr_calvamargarine;calvamargarine;2018;Décembre;20 Dec 2018 - 16:04;20 Dec 2018 - 16:07;1;1;1,00;6;6,00;89;89,00;0,35;358,00
stats.agriculture.gouv.fr_calvasel;calvasel;2018;Décembre;31 Dec 2018 - 10:53;31 Dec 2018 - 10:53;1;1;1,00;5;5,00;83;83,00;0,33;340,00
stats.agriculture.gouv.fr_calvausipa;calvausipa;2018;Décembre;06 Dec 2018 - 11:34;06 Dec 2018 - 14:06;1;2;2,00;5;2,50;80;40,00;0,33;167,00
stats.agriculture.gouv.fr_cartostat;cartostat;2018;Décembre;01 Dec 2018 - 08:36;31 Dec 2018 - 23:54;816;1147;1,41;15009;13,09;39540;34,47;1352,86;1207,78
stats.agriculture.gouv.fr_decoupe;decoupe;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
stats.agriculture.gouv.fr_disar;disar;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
stats.agriculture.gouv.fr_disar-saiku;disar-saiku;2018;Décembre;01 Dec 2018 - 09:52;31 Dec 2018 - 23:59;1329;2299;1,73;64179;27,92;305428;132,85;2195,64;977,96
stats.agriculture.gouv.fr_disar-web;disar-web;2018;Décembre;01 Dec 2018 - 00:10;31 Dec 2018 - 23:54;2330;3902;1,67;320591;82,16;371174;95,12;5873,85;1541,47
stats.agriculture.gouv.fr_eal;eal;2018;Décembre;NA;29 Dec 2018 - 01:41;11;31;2,82;384;12,39;1551;50,03;31,56;1042,35
stats.agriculture.gouv.fr_emlcollecte;emlcollecte;2018;Décembre;01 Dec 2018 - 10:33;31 Dec 2018 - 16:11;175;401;2,29;12345;30,79;50047;124,81;1755,42;4482,67
stats.agriculture.gouv.fr_emlestim;emlestim;2018;Décembre;03 Dec 2018 - 09:22;28 Dec 2018 - 13:44;4;24;6,00;189;7,88;1408;58,67;136,88;5840,00
stats.agriculture.gouv.fr_epciav2;epciav2;2018;Décembre;01 Dec 2018 - 13:24;31 Dec 2018 - 16:10;166;273;1,64;5747;21,05;37669;137,98;1721,30;6456,44
stats.agriculture.gouv.fr_mpaa;mpaa;2018;Décembre;NA;27 Dec 2018 - 09:48;1;1;1,00;1;1,00;113;113,00;0,37;380,00
stats.agriculture.gouv.fr_opagreg;opagreg;2018;Décembre;04 Dec 2018 - 09:13;20 Dec 2018 - 15:07;2;6;3,00;276;46,00;738;123,00;29,96;5112,67
stats.agriculture.gouv.fr_prixgrumes;prixgrumes;2018;Décembre;01 Dec 2018 - 22:48;31 Dec 2018 - 18:52;13;20;1,54;101;5,05;1334;66,70;7,46;382,00
stats.agriculture.gouv.fr_prodcom;prodcom;2018;Décembre;01 Dec 2018 - 10:31;31 Dec 2018 - 16:09;21;33;1,57;233;7,06;1892;57,33;15,84;491,45
stats.agriculture.gouv.fr_prodcomadepale;prodcomadepale;2018;Décembre;01 Dec 2018 - 10:32;31 Dec 2018 - 16:09;12;24;2,00;156;6,50;1369;57,04;16,77;715,33
stats.agriculture.gouv.fr_prodcomalliance7;prodcomalliance7;2018;Décembre;NA;27 Dec 2018 - 10:37;6;22;3,67;203;9,23;1002;45,55;14,13;657,91
stats.agriculture.gouv.fr_prodcomcnva;prodcomcnva;2018;Décembre;NA;20 Dec 2018 - 16:56;2;11;5,50;236;21,45;546;49,64;13,69;1274,73
stats.agriculture.gouv.fr_prodcomcoopdeshy;prodcomcoopdeshy;2018;Décembre;NA;20 Dec 2018 - 16:56;1;7;7,00;33;4,71;191;27,29;1,49;218,14
stats.agriculture.gouv.fr_prodcomfedalim;prodcomfedalim;2018;Décembre;NA;27 Dec 2018 - 15:38;3;8;2,67;68;8,50;398;49,75;3,53;452,25
stats.agriculture.gouv.fr_prodcomfict;prodcomfict;2018;Décembre;NA;21 Dec 2018 - 12:29;3;16;5,33;244;15,25;854;53,38;18,80;1203,06
stats.agriculture.gouv.fr_prodcomhmf;prodcomhmf;2018;Décembre;NA;20 Dec 2018 - 16:54;2;9;4,50;46;5,11;288;32,00;2,36;268,00
stats.agriculture.gouv.fr_prodcommalteurs;prodcommalteurs;2018;Décembre;03 Dec 2018 - 13:45;20 Dec 2018 - 16:54;1;9;9,00;50;5,56;318;35,33;3,77;428,89
stats.agriculture.gouv.fr_prodcomsirops;prodcomsirops;2018;Décembre;03 Dec 2018 - 13:44;26 Dec 2018 - 16:29;2;11;5,50;134;12,18;378;34,36;13,74;1279,09
stats.agriculture.gouv.fr_prodcomusipa;prodcomusipa;2018;Décembre;NA;20 Dec 2018 - 16:53;1;6;6,00;39;6,50;201;33,50;2,03;346,00
stats.agriculture.gouv.fr_qualite;qualite;2018;Décembre;NA;20 Dec 2018 - 15:39;8;15;1,88;105;7,00;1373;91,53;7,02;479,53
stats.agriculture.gouv.fr_sesam;sesam;2018;Décembre;01 Dec 2018 - 11:13;31 Dec 2018 - 20:25;688;1119;1,63;19668;17,58;141150;126,14;842,16;770,66
stats.agriculture.gouv.fr_siqo;siqo;2018;Décembre;NA;20 Dec 2018 - 16:24;3;7;2,33;35;5,00;751;107,29;5,12;749,29
stats.agriculture.gouv.fr_sriexf2017;sriexf2017;2018;Décembre;NA;21 Dec 2018 - 15:38;8;27;3,38;339;12,56;1155;42,78;15,64;593,33
stats.agriculture.gouv.fr_stkpompoir;stkpompoir;2018;Décembre;01 Dec 2018 - 10:49;31 Dec 2018 - 16:04;130;230;1,77;5311;23,09;25147;109,33;388,83;1731,13
stats.agriculture.gouv.fr_suricate;suricate;2018;Décembre;NA;28 Dec 2018 - 17:00;75;384;5,12;15635;40,72;34756;90,51;921,70;2457,86
stats.agriculture.gouv.fr_suricatetestgu;suricatetestgu;2018;Décembre;04 Dec 2018 - 10:46;20 Dec 2018 - 17:39;3;13;4,33;231;17,77;885;68,08;10,83;853,23
stats.national.agri;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 23:59;548;5080;9,27;571323;112,47;818571;161,14;15689,15;3162,54
stats.national.agri_balsa-iaa;balsa-iaa;2018;Décembre;01 Dec 2018 - 00:02;31 Dec 2018 - 23:59;16;82;5,12;150504;1835,41;151473;1847,23;249,51;3115,82
stats.national.agri_calvaa7;calvaa7;2018;Décembre;01 Dec 2018 - 00:47;31 Dec 2018 - 23:55;4;35;8,75;7749;221,40;8169;233,40;495,96;14510,43
stats.national.agri_calvaipi;calvaipi;2018;Décembre;01 Dec 2018 - 00:46;31 Dec 2018 - 23:57;4;43;10,75;7696;178,98;8161;189,79;501,16;11934,63
stats.national.agri_cepagelr;cepagelr;2018;Décembre;01 Dec 2018 - 00:48;31 Dec 2018 - 23:59;4;33;8,25;7556;228,97;8012;242,79;284,86;8839,24
stats.national.agri_cerise;cerise;2018;Décembre;01 Dec 2018 - 00:02;31 Dec 2018 - 23:59;9;58;6,44;7706;132,86;8626;148,72;313,35;5532,24
stats.national.agri_cheptels;cheptels;2018;Décembre;01 Dec 2018 - 08:02;29 Dec 2018 - 08:33;165;669;4,05;39812;59,51;63767;95,32;1476,31;2259,70
stats.national.agri_disar-intranet;disar-intranet;2018;Décembre;01 Dec 2018 - 00:04;31 Dec 2018 - 23:57;31;80;2,58;9072;113,40;12974;162,18;293,87;3761,47
stats.national.agri_disar-saiku-stats;disar-saiku-stats;2018;Décembre;03 Dec 2018 - 08:50;27 Dec 2018 - 18:02;34;132;3,88;4425;33,52;19841;150,31;100,01;775,86
stats.national.agri_disar-web-stats;disar-web-stats;2018;Décembre;03 Dec 2018 - 08:27;27 Dec 2018 - 16:48;53;201;3,79;12406;61,72;13967;69,49;137,09;698,43
stats.national.agri_epciarefv2;epciarefv2;2018;Décembre;04 Dec 2018 - 10:03;31 Dec 2018 - 09:26;5;29;5,80;680;23,45;1831;63,14;27,79;981,17
stats.national.agri_eppfruits;eppfruits;2018;Décembre;01 Dec 2018 - 00:46;31 Dec 2018 - 23:59;5;42;8,40;7776;185,14;8760;208,57;293,25;7149,83
stats.national.agri_epplegumes;epplegumes;2018;Décembre;01 Dec 2018 - 00:46;31 Dec 2018 - 23:55;9;58;6,44;8340;143,79;9358;161,34;309,26;5460,05
stats.national.agri_fruidoc76;fruidoc76;2018;Décembre;13 Dec 2018 - 11:14;27 Dec 2018 - 15:43;3;3;1,00;78;26,00;272;90,67;3,33;1136,67
stats.national.agri_limande;limande;2018;Décembre;03 Dec 2018 - 08:40;27 Dec 2018 - 10:57;10;53;5,30;1443;27,23;4426;83,51;48,00;927,42
stats.national.agri_marise-web;marise-web;2018;Décembre;01 Dec 2018 - 02:52;31 Dec 2018 - 23:56;2;34;17,00;7394;217,47;7543;221,85;209,63;6313,68
stats.national.agri_naskapi;naskapi;2018;Décembre;01 Dec 2018 - 00:04;31 Dec 2018 - 23:55;209;715;3,42;13059;18,26;21518;30,10;231,21;331,13
stats.national.agri_orge;orge;2018;Décembre;NA;28 Dec 2018 - 16:34;78;345;4,42;5657;16,40;21292;61,72;154,94;459,88
stats.national.agri_phytofruits2018;phytofruits2018;2018;Décembre;NA;28 Dec 2018 - 16:08;8;24;3,00;511;21,29;2008;83,67;13,28;566,50
stats.national.agri_phytolegumes2018;phytolegumes2018;2018;Décembre;01 Dec 2018 - 09:47;31 Dec 2018 - 13:19;270;1605;5,94;52822;32,91;99552;62,03;2484,50;1585,12
stats.national.agri_saam;saam;2018;Décembre;01 Dec 2018 - 00:48;31 Dec 2018 - 23:57;29;85;2,93;8935;105,12;12528;147,39;437,99;5276,45
stats.national.agri_terlab;terlab;2018;Décembre;01 Dec 2018 - 00:46;31 Dec 2018 - 23:55;284;2082;7,33;64389;30,93;113343;54,44;2095,60;1030,69
usager.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:01;31 Dec 2018 - 23:41;3630;10006;2,76;155855;15,58;609113;60,87;2304,44;235,83
usager.agriculture.gouv.fr_bdnu-services-marquage-ws-1.2;bdnu-services-marquage-ws-1.2;2018;Décembre;03 Dec 2018 - 10:04;28 Dec 2018 - 15:00;23;150;6,52;199;1,33;199;1,33;0,04;0,30
usager.agriculture.gouv.fr_bdnu-services-recherche-ws;bdnu-services-recherche-ws;2018;Décembre;01 Dec 2018 - 06:00;31 Dec 2018 - 23:30;11;368;33,45;463;1,26;463;1,26;1,62;4,50
usager.agriculture.gouv.fr_bdnu-services-recherche-ws-1.2;bdnu-services-recherche-ws-1.2;2018;Décembre;01 Dec 2018 - 00:43;31 Dec 2018 - 23:37;78;2002;25,67;33408;16,69;33408;16,69;131,96;67,50
usager.agriculture.gouv.fr_bdnu-services-referentiels-ws;bdnu-services-referentiels-ws;2018;Décembre;01 Dec 2018 - 00:43;31 Dec 2018 - 23:41;69;2761;40,01;8001;2,90;8001;2,90;18,38;6,82
usager.agriculture.gouv.fr_bdnu-services-referentiels-ws-1.2;bdnu-services-referentiels-ws-1.2;2018;Décembre;01 Dec 2018 - 00:44;31 Dec 2018 - 23:40;52;1528;29,38;2725;1,78;2725;1,78;6,28;4,21
usager.agriculture.gouv.fr_creation-collaborateur;creation-collaborateur;2018;Décembre;NA;31 Dec 2018 - 11:33;203;248;1,22;748;3,02;15011;60,53;34,99;144,46
usager.agriculture.gouv.fr_inscription_usager;inscription_usager;2018;Décembre;01 Dec 2018 - 00:01;31 Dec 2018 - 23:31;3153;4509;1,43;67381;14,94;366952;81,38;1267,30;287,81
usager.agriculture.gouv.fr_interfacebdnu;interfacebdnu;2018;Décembre;NA;31 Dec 2018 - 15:39;188;809;4,30;31080;38,42;170125;210,29;819,57;1037,39
usager.agriculture.gouv.fr_sirius-sea;sirius-sea;2018;Décembre;03 Dec 2018 - 09:53;28 Dec 2018 - 15:31;4;37;9,25;11849;320,24;12226;330,43;24,28;672,05
usager.national.agri;;2018;Décembre;01 Dec 2018 - 06:49;31 Dec 2018 - 23:50;132;1166;8,83;862024;739,30;906426;777,38;2452,12;2153,49
usager.national.agri_interfacebdnu;interfacebdnu;2018;Décembre;03 Dec 2018 - 07:50;31 Dec 2018 - 16:01;73;252;3,45;8511;33,77;40840;162,06;223,03;906,29
usager.national.agri_sirius-api;sirius-api;2018;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
usager.national.agri_sirius-sea;sirius-sea;2018;Décembre;03 Dec 2018 - 07:40;31 Dec 2018 - 21:03;43;198;4,60;430313;2173,30;441930;2231,97;811,62;4197,45
webmail.agricoll.agriculture.gouv.fr;;2018;Décembre;01 Dec 2018 - 00:00;31 Dec 2018 - 16:45;212;356;1,68;9274;26,05;15348;43,11;80,54;231,67
webmail.agricoll.national.agri;;2018;Décembre;01 Dec 2018 - 17:37;31 Dec 2018 - 17:31;211;260;1,23;3839;14,77;9017;34,68;63,07;248,38
webstat.rmap.auzeville.agri;;2018;Décembre;03 Dec 2018 - 10:31;28 Dec 2018 - 15:31;18;27;1,50;270;10,00;906;33,56;7,85;297,56
